#Thorlabs FTS
[SpectrumHeader]
#Date;20230718
#Time;17053554
#GMTTime;21053554
#Instrument;3
#InstrModel;OSA203
#Series;0
#InterferometerSerial;SN00265
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;mW
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#ResolutionMode;0
#SensitivityMode;1
#Apodization;Hann
#ZeroFill;0.000000
#NumGainLevels;1
#GainLevel0;215.419187
#GainPos0;0
#IgramOffset;3.3346976562e+04
#DetectorOffset;0
#InterferogramSmooth;0
#ISmoothParam1;0
#ISmoothParam2;0
#ISmoothParam3;0
#ISmoothParam4;0
#PhaseCorrection;none
#SamplesPerRef;16
#MinOPD;-1.020621
#MaxOPD;1.020621
#NumCCoeff;12
#CCoeff_C0;0.003485
#CCoeffWnr0;3706.449219
#CCoeff_C1;0.001852
#CCoeffWnr1;3825.554688
#CCoeff_C2;0.000752
#CCoeffWnr2;4040.404053
#CCoeff_C3;0.000310
#CCoeffWnr3;4317.789062
#CCoeff_C4;0.000180
#CCoeffWnr4;4992.511230
#CCoeff_C5;0.000184
#CCoeffWnr5;5434.782715
#CCoeff_C6;0.000238
#CCoeffWnr6;5899.705078
#CCoeff_C7;0.000368
#CCoeffWnr7;6485.084473
#CCoeff_C8;0.000644
#CCoeffWnr8;7225.433594
#CCoeff_C9;0.000874
#CCoeffWnr9;8176.614746
#CCoeff_C10;0.001080
#CCoeffWnr10;9442.871094
#CCoeff_C11;0.001236
#CCoeffWnr11;10775.862305
#SamplingDistance;3.9561846875e-06
#ApodPowerComp;1.0000000000e+00
#AirMeasureOpt;3
#AirTemp;26.64
#AirPressure;983.61
#AirRelHum;50.00
#WnrMin;3999.980225
#WnrMax;10000.183594
#Length;12252
#Resolution;4.8977085948e-01
#ADC;16
#InstrStatus;0
#RefLaserLocked;1
#ChannelIndex;0
#AttenuationFilter;65535
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.250000
#FirmwareVersion;SW 101 0355_PA37 
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;GOT_OSA200_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
9.997075806e+02;4.369746520e-08
9.997565918e+02;8.736097357e-08
9.998056030e+02;7.721843076e-08
9.998544922e+02;6.302506250e-08
9.999035645e+02;9.942633028e-08
9.999524536e+02;1.040945747e-07
1.000001526e+03;8.109404348e-08
1.000050476e+03;4.357058003e-08
1.000099487e+03;2.162708057e-08
1.000148438e+03;7.773896726e-08
1.000197510e+03;1.332685997e-07
1.000246460e+03;1.832618182e-07
1.000295532e+03;1.178375371e-07
1.000344482e+03;1.438589976e-07
1.000393555e+03;1.743521238e-07
1.000442566e+03;1.317798279e-07
1.000491638e+03;2.638517493e-08
1.000540649e+03;6.460419399e-08
1.000589722e+03;4.300148504e-08
1.000638733e+03;1.151637363e-07
1.000687805e+03;6.832929245e-08
1.000736938e+03;8.262046691e-08
1.000785950e+03;9.266689460e-08
1.000835083e+03;1.308274449e-07
1.000884094e+03;1.279885424e-07
1.000933228e+03;1.059330188e-07
1.000982239e+03;2.004258626e-08
1.001031372e+03;7.191783880e-08
1.001080444e+03;1.707364028e-08
1.001129578e+03;5.800145786e-08
1.001178589e+03;6.674341790e-08
1.001227783e+03;6.616100734e-08
1.001276855e+03;6.844052791e-08
1.001325989e+03;4.722810232e-08
1.001375061e+03;2.337624316e-08
1.001424255e+03;2.476430261e-08
1.001473328e+03;9.017514202e-08
1.001522522e+03;5.229049904e-08
1.001571594e+03;1.413749544e-07
1.001620789e+03;6.676661002e-08
1.001669983e+03;6.431308464e-08
1.001719116e+03;1.154991836e-07
1.001768311e+03;6.361151605e-08
1.001817444e+03;6.373369388e-08
1.001866638e+03;1.717716316e-07
1.001915771e+03;1.366660882e-07
1.001964966e+03;7.098120136e-08
1.002014099e+03;5.628878696e-08
1.002063354e+03;1.685080235e-07
1.002112488e+03;1.513135715e-07
1.002161743e+03;1.081347349e-07
1.002210876e+03;4.312392576e-08
1.002260132e+03;9.986114691e-08
1.002309326e+03;6.446252598e-08
1.002358582e+03;6.039586253e-08
1.002407776e+03;5.168123707e-08
1.002457031e+03;3.272178617e-08
1.002506226e+03;7.534368685e-09
1.002555481e+03;7.673620672e-08
1.002604797e+03;5.208037379e-08
1.002653992e+03;7.495260945e-08
1.002703308e+03;5.780754009e-08
1.002752502e+03;8.216270686e-08
1.002801819e+03;1.269388292e-07
1.002851013e+03;1.464102866e-07
1.002900330e+03;9.569873782e-08
1.002949585e+03;5.563652294e-08
1.002998901e+03;8.710480159e-08
1.003048157e+03;7.824345261e-08
1.003097473e+03;1.136370642e-07
1.003146729e+03;1.298079439e-07
1.003196045e+03;1.239329919e-07
1.003245300e+03;9.724703176e-08
1.003294678e+03;1.420764448e-07
1.003343933e+03;1.175954623e-07
1.003393311e+03;1.717995346e-08
1.003442566e+03;5.350660004e-08
1.003491943e+03;4.945156462e-08
1.003541382e+03;6.459917756e-08
1.003590637e+03;6.901635885e-08
1.003640015e+03;6.510865802e-08
1.003689331e+03;2.077122296e-08
1.003738708e+03;4.841331602e-08
1.003788025e+03;6.712260614e-08
1.003837463e+03;4.775093032e-08
1.003886780e+03;3.045469654e-08
1.003936218e+03;1.767824287e-08
1.003985535e+03;4.056170155e-08
1.004034973e+03;7.075045971e-08
1.004084290e+03;2.563725943e-08
1.004133728e+03;2.942340060e-08
1.004183105e+03;5.429188477e-08
1.004232544e+03;8.877613311e-08
1.004281860e+03;6.141239339e-08
1.004331360e+03;5.573866346e-08
1.004380737e+03;4.892749672e-08
1.004430176e+03;5.814293047e-08
1.004479675e+03;1.484077785e-07
1.004529053e+03;1.287371845e-07
1.004578552e+03;7.299200888e-08
1.004627930e+03;1.026192251e-07
1.004677429e+03;1.042713080e-07
1.004726807e+03;6.789207418e-08
1.004776306e+03;1.397290248e-07
1.004825745e+03;7.501509458e-08
1.004875244e+03;5.284206495e-08
1.004924683e+03;9.478603147e-08
1.004974182e+03;8.786760475e-08
1.005023621e+03;4.308766322e-08
1.005073120e+03;4.496381933e-08
1.005122559e+03;8.122896134e-08
1.005172119e+03;1.698155927e-07
1.005221558e+03;1.163560697e-07
1.005271118e+03;4.899958483e-08
1.005320618e+03;3.363945922e-08
1.005370178e+03;8.658565775e-08
1.005419739e+03;8.760579107e-08
1.005469177e+03;9.264313405e-08
1.005518799e+03;1.724951346e-07
1.005568237e+03;1.449112119e-07
1.005617859e+03;5.220080368e-08
1.005667358e+03;9.315665750e-08
1.005716919e+03;1.195551249e-07
1.005766418e+03;9.965758352e-08
1.005816040e+03;3.278222138e-08
1.005865540e+03;1.213580276e-07
1.005915161e+03;1.025644067e-07
1.005964722e+03;6.207702796e-08
1.006014343e+03;4.097679351e-08
1.006063843e+03;1.966612651e-08
1.006113464e+03;8.819805686e-08
1.006163025e+03;9.434472759e-08
1.006212646e+03;4.772127937e-08
1.006262207e+03;5.980113116e-08
1.006311890e+03;1.119569788e-07
1.006361450e+03;1.758943711e-07
1.006411133e+03;1.669129404e-07
1.006460754e+03;6.772823014e-08
1.006510376e+03;2.355040465e-07
1.006560059e+03;1.730287238e-07
1.006609619e+03;1.022553775e-07
1.006659302e+03;1.837988783e-08
1.006708923e+03;1.281094626e-07
1.006758606e+03;1.557999809e-07
1.006808228e+03;1.192678667e-07
1.006857910e+03;8.958340203e-08
1.006907532e+03;2.400053489e-08
1.006957275e+03;3.783337732e-08
1.007006897e+03;4.360768813e-08
1.007056580e+03;6.940485520e-08
1.007106262e+03;6.025057786e-08
1.007156006e+03;1.569603398e-07
1.007205627e+03;1.666790155e-07
1.007255371e+03;9.489956199e-08
1.007305054e+03;1.072626574e-07
1.007354797e+03;1.590911438e-07
1.007404541e+03;1.520056401e-07
1.007454224e+03;7.825327231e-08
1.007503967e+03;5.954181503e-08
1.007553650e+03;1.613140341e-07
1.007603455e+03;1.866653605e-07
1.007653137e+03;7.387161816e-08
1.007702942e+03;5.467401820e-08
1.007752625e+03;5.404508840e-08
1.007802429e+03;1.070483293e-07
