749.307	1271
749.535	1279
749.764	1280
749.992	1291
750.22	1288
750.448	1285
750.676	1280
750.904	1280
751.132	1296
751.36	1285
751.588	1269
751.816	1287
752.044	1289
752.272	1274
752.5	1292
752.728	1296
752.956	1287
753.184	1284
753.411	1298
753.639	1287
753.867	1304
754.095	1304
754.322	1296
754.55	1282
754.778	1310
755.006	1284
755.233	1300
755.461	1290
755.688	1287
755.916	1296
756.144	1291
756.371	1311
756.599	1333
756.826	1295
757.054	1294
757.281	1307
757.508	1309
757.736	1293
757.963	1302
758.191	1292
758.418	1299
758.645	1304
758.872	1300
759.1	1283
759.327	1294
759.554	1311
759.781	1301
760.009	1303
760.236	1294
760.463	1301
760.69	1288
760.917	1292
761.144	1311
761.371	1287
761.598	1311
761.825	1291
762.052	1285
762.279	1298
762.506	1300
762.733	1302
762.96	1304
763.187	1292
763.414	1302
763.64	1323
763.867	1298
764.094	1280
764.321	1289
764.548	1294
764.774	1295
765.001	1314
765.228	1298
765.454	1303
765.681	1304
765.908	1287
766.134	1304
766.361	1318
766.587	1285
766.814	1289
767.04	1304
767.267	1291
767.493	1306
767.72	1299
767.946	1309
768.172	1294
768.399	1299
768.625	1315
768.851	1309
769.078	1275
769.304	1305
769.53	1295
769.756	1300
769.983	1304
770.209	1302
770.435	1293
770.661	1303
770.887	1309
771.113	1307
771.339	1299
771.565	1332
771.792	1290
772.018	1305
772.244	1304
772.469	1293
772.695	1285
772.921	1302
773.147	1307
773.373	1294
773.599	1301
773.825	1291
774.051	1294
774.276	1317
774.502	1304
774.728	1301
774.954	1309
775.179	1294
775.405	1302
775.631	1305
775.856	1300
776.082	1310
776.308	1310
776.533	1329
776.759	1317
776.984	1285
777.21	1289
777.435	1314
777.661	1307
777.886	1307
778.111	1297
778.337	1310
778.562	1293
778.788	1284
779.013	1303
779.238	1295
779.463	1293
779.689	1293
779.914	1315
780.139	1305
780.364	1296
780.59	1314
780.815	1293
781.04	1297
781.265	1315
781.49	1310
781.715	1305
781.94	1309
782.165	1285
782.39	1313
782.615	1292
782.84	1297
783.065	1293
783.29	1298
783.515	1290
783.74	1314
783.964	1297
784.189	1305
784.414	1297
784.639	1308
784.864	1293
785.088	1305
785.313	1336
785.538	1292
785.762	1303
785.987	1288
786.212	1292
786.436	1311
786.661	1315
786.885	1297
787.11	1299
787.334	1307
787.559	1310
787.783	1298
788.008	1293
788.232	1299
788.457	1318
788.681	1301
788.905	1307
789.13	1289
789.354	1302
789.578	1287
789.803	1280
790.027	1322
790.251	1286
790.475	1284
790.699	1294
790.924	1288
791.148	1326
791.372	1295
791.596	1298
791.82	1305
792.044	1326
792.268	1313
792.492	1308
792.716	1308
792.94	1291
793.164	1286
793.388	1305
793.612	1295
793.836	1295
794.059	1289
794.283	1287
794.507	1288
794.731	1314
794.955	1299
795.178	1313
795.402	1303
795.626	1308
795.849	1306
796.073	1289
796.297	1292
796.52	1286
796.744	1302
796.967	1293
797.191	1306
797.414	1320
797.638	1327
797.861	1301
798.085	1298
798.308	1301
798.532	1298
798.755	1312
798.978	1312
799.202	1300
799.425	1291
799.648	1287
799.872	1289
800.095	1296
800.318	1283
800.541	1302
800.764	1304
800.988	1298
801.211	1305
801.434	1290
801.657	1299
801.88	1303
802.103	1297
802.326	1304
802.549	1300
802.772	1284
802.995	1295
803.218	1300
803.441	1308
803.664	1325
803.887	1294
804.11	1311
804.332	1312
804.555	1310
804.778	1315
805.001	1289
805.224	1320
805.446	1303
805.669	1298
805.892	1308
806.114	1289
806.337	1293
806.56	1307
806.782	1284
807.005	1300
807.227	1298
807.45	1309
807.672	1311
807.895	1285
808.117	1305
808.34	1284
808.562	1297
808.784	1310
809.007	1298
809.229	1331
809.451	1285
809.674	1301
809.896	1291
810.118	1294
810.34	1307
810.563	1288
810.785	1311
811.007	1286
811.229	1308
811.451	1309
811.673	1308
811.896	1299
812.118	1303
812.34	1284
812.562	1290
812.784	1291
813.006	1294
813.228	1304
813.449	1293
813.671	1293
813.893	1311
814.115	1276
814.337	1314
814.559	1304
814.781	1311
815.002	1299
815.224	1302
815.446	1298
815.667	1301
815.889	1306
816.111	1308
816.332	1297
816.554	1307
816.776	1317
816.997	1291
817.219	1303
817.44	1309
817.662	1311
817.883	1299
818.105	1304
818.326	1307
818.548	1297
818.769	1296
818.99	1313
819.212	1310
819.433	1302
819.654	1296
819.876	1306
820.097	1285
820.318	1311
820.539	1299
820.761	1297
820.982	1306
821.203	1298
821.424	1290
821.645	1326
821.866	1307
822.087	1310
822.308	1290
822.529	1294
822.75	1300
822.971	1298
823.192	1298
823.413	1317
823.634	1300
